Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Regionname,Propertycount,BuildingArea_missing,time,time_cont,time_cos,time_sq
Templestowe,21 Wood St,4,h,910000.0,PI,Woodards,2017-09-23,15.5,3106,4,2,2,520.0,170.0,1980,-37.75436,145.11938999999995,Eastern Metropolitan,6202,0,737003,0.8672340425531915,0.671775606531289,0.7520948845631508
Avondale Heights,97 Military Rd,3,h,627500.0,SP,Moonee,2016-10-08,10.5,3034,3,1,1,550.0,143.0,1970,-37.7632,144.8622,Western Metropolitan,4502,0,736200,0.18382978723404256,0.4038850357274254,0.033793390674513354
Glen Iris,8 Rix St,3,h,1500000.0,S,RT,2017-02-25,9.2,3146,3,1,3,401.0,107.0,1935,-37.8471,145.05100000000004,Southern Metropolitan,10412,0,736979,0.8468085106382979,0.5714451753481167,0.7170846536894523
Prahran,504/7 King St,2,u,520000.0,PI,hockingstuart,2017-07-29,4.6,3181,2,2,1,1111.0,105.95789473684209,2012,-37.84968,144.99389,Southern Metropolitan,7717,1,737159,1.0,1.0,1.0
Hoppers Crossing,24 Don Av,4,h,537000.0,S,YPA,2017-09-23,18.4,3029,4,2,2,572.0,174.0,1900,-37.87373,144.69131000000004,Western Metropolitan,13830,1,737003,0.8672340425531915,0.671775606531289,0.7520948845631508
Moonee Ponds,5 Bent St,4,h,1445000.0,S,Nelson,2016-05-07,6.9,3039,3,3,2,384.0,178.0,1920,-37.7617,144.9272,Western Metropolitan,6232,0,736110,0.1072340425531915,0.7814741351438854,0.011499139882299685
Airport West,36 Roberts Rd,4,h,785000.0,S,Considine,2016-08-06,13.5,3042,3,1,2,597.0,127.0,1955,-37.7259,144.8792,Western Metropolitan,3464,0,736116,0.1123404255319149,0.7610567432439833,0.012620371208691717
Balwyn North,54 Sutton St,3,h,1818000.0,S,Fletchers,2016-10-15,9.2,3104,3,1,1,722.0,90.0,1930,-37.7956,145.0829,Southern Metropolitan,7809,0,736410,0.3625531914893617,-0.6497021488412739,0.13144481665912178
Glenroy,57 View St,3,h,596000.0,S,Hodges,2016-11-12,13.0,3046,3,1,3,624.0,141.10526315789474,1898,-37.6967,144.9313,Northern Metropolitan,8870,1,736332,0.29617021276595745,-0.2860442175758541,0.0877167949298325
Hawthorn,11/179 Power St,2,u,605000.0,S,Jellis,2017-03-18,4.6,3122,2,1,1,69.78947368421052,69.78947368421052,1905,-37.8268,145.0257,Southern Metropolitan,11308,1,736781,0.6782978723404255,-0.4354316867829626,0.46008800362154817
Pascoe Vale,27 Sefton St,3,h,975000.0,SP,Brad,2016-10-15,9.9,3044,3,1,3,686.0,151.0,1970,-37.7231,144.9252,Northern Metropolitan,7485,0,736410,0.3625531914893617,-0.6497021488412739,0.13144481665912178
Keilor East,14 Paul Av,3,h,1076500.0,S,Nelson,2017-09-09,11.7,3033,3,1,1,638.0,171.9042105263158,1974,-37.73951,144.86798000000005,Western Metropolitan,5629,1,736583,0.5097872340425532,-0.9981097779620154,0.2598830239927569
Braybrook,1 Walker Pl,2,h,590000.0,S,hockingstuart,2017-07-08,8.6,3019,2,1,1,304.0,74.0,1950,-37.78341,144.85574,Western Metropolitan,3589,0,736529,0.46382978723404256,-0.9742864627848509,0.21513807152557718
Pascoe Vale,6 Wicklow St,3,h,800000.0,S,Brad,2017-05-13,9.9,3044,3,1,2,506.0,175.09473684210528,1965,-37.7187,144.9433,Northern Metropolitan,7485,1,736655,0.571063829787234,-0.9019608494836844,0.326113897691263
Doncaster East,12 Silvana Ct,4,h,1241000.0,S,Biggin,2017-06-17,14.3,3109,4,2,2,886.0,185.57894736842104,1980,-37.75572,145.17625,Eastern Metropolitan,10999,1,736787,0.683404255319149,-0.4063295122520133,0.46704137618832053
Hoppers Crossing,9 Matthew Cl,4,h,525000.0,SP,One,2017-09-16,18.4,3029,4,2,2,452.0,134.0,1993,-37.87517,144.67094,Western Metropolitan,13830,0,736793,0.6885106382978723,-0.37680909574734694,0.47404689904934355
Sunshine North,6 Prince St,4,h,640000.0,S,Barry,2016-11-12,13.3,3020,4,1,1,609.0,141.57894736842104,1980,-37.7661,144.8396,Western Metropolitan,4217,1,736332,0.29617021276595745,-0.2860442175758541,0.0877167949298325
Brighton,18 Victoria St,4,h,3700000.0,S,Marshall,2016-12-03,11.2,3186,4,3,2,742.0,247.0,1900,-37.914,144.9878,Southern Metropolitan,10579,0,736074,0.07659574468085106,0.8864099433524301,0.0058669081032141236
Oakleigh South,28 Beryl Av,4,h,1450000.0,S,Buxton,2017-09-23,15.5,3167,4,2,2,771.0,196.0,1970,-37.9212,145.09125,South-Eastern Metropolitan,3692,0,737003,0.8672340425531915,0.671775606531289,0.7520948845631508
Preston,122 Tyler St,3,h,800000.0,PI,Chambers,2017-03-18,8.8,3072,3,1,2,516.0,157.57894736842104,1900,-37.7321,145.0248,Northern Metropolitan,14577,1,736781,0.6782978723404255,-0.4354316867829626,0.46008800362154817
Malvern East,3 Carmelo Av,3,h,1430000.0,S,Buxton,2017-09-03,8.4,3145,3,1,1,641.0,140.0,2014,-37.87811,145.07778000000005,Southern Metropolitan,8801,1,736403,0.3565957446808511,-0.6207984922906891,0.12716052512449075
Coburg,29 Hardwick St,2,h,981000.0,S,Nelson,2016-08-28,7.8,3058,2,1,1,263.0,114.0,1910,-37.7493,144.97,Northern Metropolitan,11204,0,736776,0.6740425531914893,-0.4593423835214421,0.4543333635129017
Taylors Lakes,2 Glover Ct,4,h,716000.0,S,Barry,2017-06-24,15.5,3038,4,2,2,684.0,189.94736842105263,2008,-37.69274,144.76971,Western Metropolitan,5336,1,736997,0.8621276595744681,0.6476673151720171,0.74326410140335
Malvern East,3/907 Dandenong Rd,1,u,300000.0,PI,Anderson,2016-04-23,11.2,3145,1,1,1,42.0,42.0,2013,-37.8764,145.0463,Southern Metropolitan,8801,0,736578,0.505531914893617,-0.9993959999183962,0.25556251697600724
South Morang,7/7 Old Plenty Rd,3,u,386000.0,S,Millership,2017-07-01,20.5,3752,3,1,1,216.0,116.89473684210526,1920,-37.64491,145.09233,Northern Metropolitan,7969,1,736319,0.2851063829787234,-0.21879551877107517,0.08128564961521051
South Yarra,2/234 Domain Rd,4,u,2050000.0,VB,RT,2017-03-18,3.3,3141,4,2,1,979.0,196.21052631578948,2004,-37.8344,144.9857,Southern Metropolitan,14887,1,736781,0.6782978723404255,-0.4354316867829626,0.46008800362154817
Richmond,30 Highett St,4,h,3001000.0,S,Biggin,2016-04-16,2.6,3121,2,3,1,544.0,241.0,1920,-37.8152,144.9922,Northern Metropolitan,14949,0,736368,0.32680851063829786,-0.4640856639701093,0.10680380262562245
Essendon North,4/8 Keam St,2,u,450000.0,SP,Barry,2016-05-14,9.4,3041,2,1,1,88.0,59.0,1960,-37.7389,144.8998,Western Metropolitan,1308,0,736320,0.28595744680851065,-0.22401019408829695,0.0817716613852422
Aberfeldie,1/7 Derry St,2,h,670000.0,SP,Frank,2016-11-27,9.1,3040,2,1,2,103.0,103.0,1990,-37.76,144.9002,Western Metropolitan,1543,0,736782,0.6791489361702128,-0.43061164574291494,0.46124327750113175
Mont Albert,4/1 Nangnak La,2,t,660000.0,PI,Changing,2016-05-14,11.8,3127,2,2,1,146.0,117.15789473684211,1987,-37.8157,145.1101,Eastern Metropolitan,2079,1,736320,0.28595744680851065,-0.22401019408829695,0.0817716613852422
Kew,75 Earl St,2,h,2875000.0,S,Jellis,2016-06-27,5.6,3101,2,1,1,1065.0,90.0,1910,-37.7944,145.0339,Southern Metropolitan,10331,0,736722,0.6280851063829788,-0.6932680292037041,0.39449090086011773
West Footscray,35 Exhibition St,2,h,790000.0,S,Village,2016-09-24,8.2,3012,2,1,1,259.0,125.39999999999999,2011,-37.8058,144.875,Western Metropolitan,5058,1,736668,0.5821276595744681,-0.8697882538649374,0.3388726120416478
Thornbury,119A Harold St,4,h,1605000.0,PI,McGrath,2017-09-16,7.0,3071,4,2,2,348.0,92.0,1930,-37.75582,144.98951,Northern Metropolitan,8870,0,736793,0.6885106382978723,-0.37680909574734694,0.47404689904934355
Hughesdale,40 Canterbury St,5,h,1475000.0,S,Woodards,2017-07-08,12.3,3166,5,2,3,548.0,157.0,1920,-37.90403,145.08118000000005,Southern Metropolitan,3145,0,736529,0.46382978723404256,-0.9742864627848509,0.21513807152557718
North Melbourne,31 Cobden St,3,h,1425000.0,S,Nelson,2017-09-03,1.8,3051,3,1,3,163.0,102.3157894736842,2010,-37.80452,144.95718,Northern Metropolitan,6821,1,736403,0.3565957446808511,-0.6207984922906891,0.12716052512449075
Airport West,44 Moorna Dr,4,t,950000.0,S,Barry,2017-08-12,10.4,3042,4,2,1,255.0,147.52631578947367,1960,-37.72572,144.86848,Western Metropolitan,3464,1,736661,0.5761702127659575,-0.8876444302780825,0.3319721140787687
Doncaster,10 Margot Av,4,h,1663000.0,S,Philip,2017-07-08,12.4,3108,4,3,2,674.0,250.0,1982,-37.77102,145.13338000000005,Eastern Metropolitan,9028,0,736529,0.46382978723404256,-0.9742864627848509,0.21513807152557718
Albert Park,104 Richardson St,4,h,2300000.0,S,Marshall,2016-05-07,3.3,3206,4,2,1,153.0,180.0,1880,-37.8447,144.9523,Southern Metropolitan,3280,0,736110,0.1072340425531915,0.7814741351438854,0.011499139882299685
Bentleigh East,1/112 Tambet St,2,h,742500.0,S,Woodards,2016-11-12,13.9,3165,2,1,1,300.0,135.0,1960,-37.9099,145.0726,Southern Metropolitan,10969,0,736332,0.29617021276595745,-0.2860442175758541,0.0877167949298325
Werribee,15 Seine Cl,3,h,430000.0,S,YPA,2017-09-23,14.7,3030,3,1,1,454.0,137.10526315789474,2016,-37.88178,144.66125,Western Metropolitan,16166,1,737003,0.8672340425531915,0.671775606531289,0.7520948845631508
Elwood,102/95 Ormond Rd,1,u,490000.0,VB,McGrath,2017-04-29,7.7,3184,1,1,1,53.0,53.0,2002,-37.8852,144.9877,Southern Metropolitan,8989,0,737123,0.9693617021276596,0.9815278520011361,0.9396621095518335
Ivanhoe,2/92 Beatty St,2,t,710000.0,PI,Nelson,2016-08-28,7.9,3079,2,1,1,134.0,120.0,2012,-37.7582,145.034,Eastern Metropolitan,5549,0,736776,0.6740425531914893,-0.4593423835214421,0.4543333635129017
Kew,302 Cotham Rd,4,h,1312000.0,PI,RT,2016-09-17,5.6,3101,4,2,1,687.0,180.0,1955,-37.8096,145.0529,Southern Metropolitan,10331,0,736458,0.4034042553191489,-0.8214034466813358,0.16273499320959708
Hawthorn East,66 Roseberry St,3,h,1825000.0,S,Jellis,2016-09-17,7.5,3123,3,2,2,431.0,120.0,1950,-37.8269,145.0496,Southern Metropolitan,6482,0,736458,0.4034042553191489,-0.8214034466813358,0.16273499320959708
Bundoora,398 Grimshaw St,3,h,680000.0,S,Barry,2017-07-22,12.1,3083,3,1,3,539.0,132.89473684210526,1970,-37.7015,145.07548,Northern Metropolitan,10175,1,736949,0.8212765957446808,0.43302321402763627,0.6744952467179719
Mont Albert,50/781 Whitehorse Rd,2,u,750000.0,S,RW,2016-02-04,11.8,3127,2,2,2,80.0,80.0,2003,-37.8161,145.1098,Eastern Metropolitan,2079,0,735984,0.0,1.0,0.0
Greenvale,17 Bolton Ct,5,h,750000.0,S,Stockdale,2017-05-27,20.4,3059,5,2,2,877.0,217.42105263157896,1980,-37.63823,144.88675,Northern Metropolitan,4864,1,737075,0.9285106382978724,0.9008030774472426,0.8621320054323224
Heidelberg Heights,6/34 Bonar St,3,t,706750.0,S,Nelson,2017-02-11,10.5,3081,3,2,2,250.0,125.0,2012,-37.7449,145.0523,Eastern Metropolitan,2947,0,736559,0.48936170212765956,-0.9977668786231532,0.2394748755092802
Northcote,1/13 Kellett St,2,u,770000.0,S,Nelson,2016-09-24,5.5,3070,2,1,1,129.0,115.0,1975,-37.7668,145.0063,Northern Metropolitan,11364,0,736668,0.5821276595744681,-0.8697882538649374,0.3388726120416478
Kingsville,4 Chirnside St,3,h,817000.0,S,Village,2016-08-06,7.8,3012,2,1,1,259.0,105.0,1940,-37.8046,144.8831,Western Metropolitan,1808,0,736116,0.1123404255319149,0.7610567432439833,0.012620371208691717
Bellfield,129 Liberty Pde,3,h,625000.0,PI,Nelson,2016-05-28,9.5,3081,3,1,2,609.0,93.0,1950,-37.7504,145.0335,Eastern Metropolitan,790,0,736740,0.6434042553191489,-0.6207984922906896,0.41396903576278854
Yarraville,46 MacKay St,4,h,1455000.0,S,Village,2017-04-29,7.0,3013,4,1,1,328.0,140.0,1920,-37.8097,144.8906,Western Metropolitan,6543,0,737123,0.9693617021276596,0.9815278520011361,0.9396621095518335
Ivanhoe,7 Robbins St,3,h,1340000.0,S,Miles,2016-05-07,7.9,3079,2,1,1,571.0,146.21052631578948,1940,-37.7614,145.0433,Eastern Metropolitan,5549,1,736110,0.1072340425531915,0.7814741351438854,0.011499139882299685
Glenroy,19 Anselm Gr,3,h,815000.0,S,Stockdale,2017-09-03,11.2,3046,3,1,1,697.0,132.75105263157894,1950,-37.70239,144.91289,Northern Metropolitan,8870,1,736403,0.3565957446808511,-0.6207984922906891,0.12716052512449075
Ascot Vale,73 Kent St,2,h,760000.0,PI,Nelson,2016-06-27,5.9,3032,2,1,1,124.0,77.0,1900,-37.7807,144.9285,Western Metropolitan,6567,0,736722,0.6280851063829788,-0.6932680292037041,0.39449090086011773
Doncaster,19 Gilmore Rd,3,h,1485000.0,S,Barry,2016-04-16,13.9,3108,3,2,2,731.0,140.0,1960,-37.7892,145.131,Eastern Metropolitan,9028,0,736368,0.32680851063829786,-0.4640856639701093,0.10680380262562245
Yarraville,19/37 Stephen St,3,h,920000.0,PI,Village,2017-08-12,6.3,3013,3,2,2,182.0,133.3684210526316,1990,-37.81249,144.89531000000005,Western Metropolitan,6543,1,736661,0.5761702127659575,-0.8876444302780825,0.3319721140787687
Clifton Hill,48 Council St,3,h,1150000.0,VB,Nelson,2016-07-26,3.4,3068,3,1,1,169.0,116.89473684210526,1935,-37.7925,144.9877,Northern Metropolitan,2954,1,736704,0.6127659574468085,-0.7593196378058058,0.3754821186057039
Dandenong North,1/4 Rhoden Ct,2,u,305000.0,SP,Barry,2017-06-03,24.7,3175,2,1,1,141.0,73.0,1980,-37.95431,145.20899,South-Eastern Metropolitan,8322,0,736367,0.32595744680851063,-0.45934238352144185,0.10624825712992304
Footscray,36 Southampton St,2,h,910000.0,S,Sweeney,2017-06-17,5.1,3011,2,1,0,312.0,112.63157894736842,2000,-37.79592,144.88595,Western Metropolitan,7570,1,736787,0.683404255319149,-0.4063295122520133,0.46704137618832053
Moonee Ponds,13 Ophir St,2,h,1350000.0,S,Jellis,2017-05-13,6.9,3039,2,1,1,459.0,137.6315789473684,2012,-37.7589,144.9184,Western Metropolitan,6232,1,736655,0.571063829787234,-0.9019608494836844,0.326113897691263
Essendon West,4/426 Buckley St,3,t,730000.0,VB,Nelson,2016-06-18,9.8,3040,3,2,2,118.0,118.0,2015,-37.7532,144.8848,Western Metropolitan,588,0,736452,0.3982978723404255,-0.8026846115991687,0.1586411951109099
Windsor,1/300 High St,3,u,830000.0,S,hockingstuart,2016-11-19,5.1,3181,3,2,2,112.0,112.0,2000,-37.8526,144.9977,Southern Metropolitan,4380,0,736542,0.4748936170212766,-0.9875835554120111,0.22552394748755092
Hadfield,20 Bedford St,3,h,605000.0,PI,hockingstuart,2016-09-03,12.1,3046,3,1,2,597.0,116.0,1960,-37.711,144.9478,Northern Metropolitan,2606,0,736038,0.04595744680851064,0.9585979602384334,0.0021120869171570847
Ormond,1 Bethell St,3,h,1256000.0,S,hockingstuart,2016-08-06,11.8,3204,3,2,2,378.0,151.38736842105263,1924,-37.9064,145.0287,Southern Metropolitan,3578,1,736116,0.1123404255319149,0.7610567432439833,0.012620371208691717
Sunshine West,60 Bardsley St,3,h,650000.0,SP,Prof.,2017-03-18,13.5,3020,3,1,3,612.0,165.3684210526316,1970,-37.7916,144.82,Western Metropolitan,6763,1,736781,0.6782978723404255,-0.4354316867829626,0.46008800362154817
Blackburn North,1/108 Surrey Rd,2,u,706000.0,S,Hoskins,2017-07-15,13.4,3130,2,1,1,305.0,305.0,1940,-37.80906,145.15787,Eastern Metropolitan,2867,0,736739,0.6425531914893617,-0.6249817922263516,0.4128746038931644
Toorak,4/8 Bruce St,2,u,925000.0,S,RT,2016-08-06,4.6,3142,2,2,2,109.0,109.0,1970,-37.8371,145.0066,Southern Metropolitan,7217,0,736116,0.1123404255319149,0.7610567432439833,0.012620371208691717
Tarneit,28 Claire Wy,4,h,586000.0,S,RW,2017-07-08,18.4,3029,4,2,2,462.0,162.94736842105263,2012,-37.85162,144.66522,Western Metropolitan,10160,1,736529,0.46382978723404256,-0.9742864627848509,0.21513807152557718
Moonee Ponds,82 Argyle St,3,h,990000.0,PI,Hodges,2016-11-07,6.9,3039,3,1,2,328.0,107.0,1900,-37.7658,144.9077,Western Metropolitan,6232,0,736182,0.16851063829787233,0.4899328822003795,0.028395835219556357
Richmond,9 Type St,4,h,1510000.0,PI,Biggin,2017-03-18,2.6,3121,4,2,0,171.0,171.0,1900,-37.8206,145.0099,Northern Metropolitan,14949,0,736781,0.6782978723404255,-0.4354316867829626,0.46008800362154817
Rosanna,20 Finlayson St,3,h,852000.0,S,Nelson,2016-08-28,11.4,3084,3,1,1,776.0,159.4,1946,-37.7393,145.0685,Eastern Metropolitan,3540,1,736776,0.6740425531914893,-0.4593423835214421,0.4543333635129017
South Yarra,9/10 Tivoli Rd,2,u,475000.0,PI,Buxton,2016-09-03,3.3,3141,2,1,0,69.78947368421052,69.78947368421052,1975,-37.8391,144.9984,Southern Metropolitan,14887,1,736038,0.04595744680851064,0.9585979602384334,0.0021120869171570847
Sunshine North,88 Westmoreland Rd,2,h,1190000.0,S,YPA,2016-11-19,13.3,3020,2,1,6,968.0,141.0,1950,-37.7698,144.8362,Western Metropolitan,4217,0,736542,0.4748936170212766,-0.9875835554120111,0.22552394748755092
Coburg,133 Rennie St,2,h,645000.0,SP,Jellis,2016-07-30,7.8,3058,2,1,1,702.0,114.63157894736842,1900,-37.7517,144.9795,Northern Metropolitan,11204,1,736824,0.7148936170212766,-0.2187955187710754,0.5110728836577637
Armadale,1/2 Armadale St,1,u,400000.0,PI,hockingstuart,2016-12-10,6.3,3143,1,1,1,54.578947368421055,54.578947368421055,1960,-37.8605,145.0185,Southern Metropolitan,4836,1,736284,0.2553191489361702,-0.0334149770076743,0.06518786781349026
Hampton,1/33 Holyrood St,3,h,1460000.0,S,Buxton,2016-10-15,13.7,3188,3,2,2,413.0,137.0,1970,-37.933,144.9975,Southern Metropolitan,5454,0,736410,0.3625531914893617,-0.6497021488412739,0.13144481665912178
South Yarra,9/501 Punt Rd,1,u,260800.0,S,Williams,2016-05-28,3.3,3141,2,1,0,67.39473684210526,67.39473684210526,1960,-37.8437,144.9852,Southern Metropolitan,14887,1,736740,0.6434042553191489,-0.6207984922906896,0.41396903576278854
Pascoe Vale,12 Shanley St,2,h,740000.0,S,Brad,2017-06-24,8.5,3044,2,1,1,487.0,88.0,1940,-37.71949,144.94283,Northern Metropolitan,7485,0,736997,0.8621276595744681,0.6476673151720171,0.74326410140335
Glenroy,1/112 Cardinal Rd,4,t,608000.0,S,Raine,2016-09-17,13.0,3046,3,2,1,252.0,150.0,2014,-37.7006,144.9299,Northern Metropolitan,8870,0,736458,0.4034042553191489,-0.8214034466813358,0.16273499320959708
Essendon,1 McCarron Pde,4,h,1775000.0,S,Nelson,2016-06-12,8.0,3040,3,2,2,725.0,182.50526315789475,1970,-37.7551,144.9047,Western Metropolitan,9264,1,736272,0.2451063829787234,0.030742657968892292,0.06007713897691262
East Melbourne,2/35 Powlett St,2,u,900000.0,SP,Caine,2017-02-25,1.5,3002,2,1,1,69.78947368421052,69.78947368421052,1880,-37.8154,144.9851,Northern Metropolitan,3040,1,736979,0.8468085106382979,0.5714451753481167,0.7170846536894523
Balwyn,11/22 Brenbeal St,2,t,760000.0,S,Christopher,2016-12-10,9.7,3103,2,1,1,121.0,100.0,1960,-37.8112,145.0881,Southern Metropolitan,5682,0,736284,0.2553191489361702,-0.0334149770076743,0.06518786781349026
Port Melbourne,6/157 Beach St,2,u,1100000.0,SP,Cayzer,2016-05-07,3.8,3207,2,2,1,110.0,110.0,2006,-37.8392,144.9257,Southern Metropolitan,8648,0,736110,0.1072340425531915,0.7814741351438854,0.011499139882299685
Templestowe Lower,20 Oak Cr,4,h,1320000.0,PI,Jellis,2017-07-22,12.4,3107,4,2,2,774.0,203.92631578947368,1960,-37.76941,145.12123,Eastern Metropolitan,5420,1,736949,0.8212765957446808,0.43302321402763627,0.6744952467179719
Carrum Downs,2 Donna St,3,h,532000.0,S,Barry,2017-08-26,34.9,3201,3,1,2,474.0,104.0,1993,-38.10429,145.17178,South-Eastern Metropolitan,8060,0,737081,0.9336170212765957,0.9142689994009664,0.8716407424173834
Hawthorn,41/168 Power St,1,u,375000.0,S,Domain,2017-06-17,5.3,3122,1,1,1,53.0,53.0,1970,-37.82538,145.02546,Southern Metropolitan,11308,0,736787,0.683404255319149,-0.4063295122520133,0.46704137618832053
Kensington,13 Youlden St,3,h,870000.0,S,Greg,2016-10-08,4.2,3031,3,1,1,211.0,95.0,1992,-37.7891,144.92600000000004,Northern Metropolitan,5263,0,736200,0.18382978723404256,0.4038850357274254,0.033793390674513354
Albert Park,65 Graham St,2,h,1322500.0,S,Greg,2016-10-15,3.3,3206,2,1,0,149.0,98.0,1890,-37.8443,144.9481,Southern Metropolitan,3280,0,736410,0.3625531914893617,-0.6497021488412739,0.13144481665912178
Eltham,87 Silver St,3,h,842000.0,S,Morrison,2017-06-03,18.0,3095,3,1,1,960.0,209.6315789473684,1980,-37.709,145.14131,Eastern Metropolitan,6990,1,736367,0.32595744680851063,-0.45934238352144185,0.10624825712992304
Moonee Ponds,99 Eglinton St,4,h,1940000.0,PI,Frank,2017-04-08,6.9,3039,4,2,3,675.0,228.0,1920,-37.7686,144.912,Western Metropolitan,6232,0,736493,0.43319148936170215,-0.9131825981836027,0.1876548664554097
Burwood,8 Pescott Cl,4,t,1270000.0,S,Jellis,2016-06-18,11.7,3125,4,2,2,399.0,212.0,2005,-37.8597,145.1084,Southern Metropolitan,5678,0,736452,0.3982978723404255,-0.8026846115991687,0.1586411951109099
Port Melbourne,297 Ross St,4,h,2625000.0,PI,Marshall,2017-09-03,3.5,3207,4,3,2,202.0,145.03684210526316,1950,-37.83247,144.94212,Southern Metropolitan,8648,1,736403,0.3565957446808511,-0.6207984922906891,0.12716052512449075
Sunshine West,87 Nicholson Pde,3,t,450000.0,SP,Douglas,2016-06-04,13.5,3020,3,3,1,344.0,178.0,2004,-37.7967,144.8083,Western Metropolitan,6763,0,736032,0.04085106382978723,0.9672394771248867,0.0016688094160253507
Moonee Ponds,21A Scotia St,3,h,1055000.0,S,Nelson,2016-12-03,6.9,3039,3,2,2,189.0,189.0,2009,-37.7688,144.9054,Western Metropolitan,6232,0,736074,0.07659574468085106,0.8864099433524301,0.0058669081032141236
Jacana,29 Hendricks Cr,4,h,650000.0,S,Stockdale,2017-08-19,14.0,3047,4,3,1,693.0,120.0,1980,-37.68196,144.90661,Northern Metropolitan,851,0,736871,0.7548936170212766,0.030742657968892046,0.5698643730194658
West Footscray,44 Clive St,3,h,1151500.0,SP,Sweeney,2016-07-26,8.2,3012,4,1,2,536.0,113.0,1925,-37.7978,144.8743,Western Metropolitan,5058,0,736704,0.6127659574468085,-0.7593196378058058,0.3754821186057039
Brunswick West,171 Union St,3,h,1095000.0,S,Nelson,2016-10-15,5.9,3055,3,1,1,411.0,168.0,1935,-37.7728,144.9478,Northern Metropolitan,7082,0,736410,0.3625531914893617,-0.6497021488412739,0.13144481665912178
Oakleigh East,3/1 Inga St,3,u,740000.0,S,Buxton,2017-06-03,12.3,3166,3,1,1,211.0,90.0,2004,-37.89941,145.11523,Southern Metropolitan,2547,0,736367,0.32595744680851063,-0.45934238352144185,0.10624825712992304
Essendon,13/947 Mt Alexander Rd,2,u,485000.0,SP,Pagan,2016-10-15,8.0,3040,2,1,1,73.0,73.0,2010,-37.7504,144.9138,Western Metropolitan,9264,0,736410,0.3625531914893617,-0.6497021488412739,0.13144481665912178
Thornbury,4/77 Pender St,2,u,371000.0,S,Brace,2016-09-24,6.5,3071,2,1,1,69.78947368421052,69.78947368421052,1960,-37.7542,145.01,Northern Metropolitan,8870,1,736668,0.5821276595744681,-0.8697882538649374,0.3388726120416478
